#Station Long Name,Lake Victoria at Lake Centre
#Station Number,A4261093
#Station Location Latitude,-33.9837
#Station Location Longitude,141.2764
#Parameter Type Name,Storage Volume
#Timeseries Name,DMQaQc.Merged.DailyMean.24HR
#Unit Name,megalitre
#DATA_OWNER_NAME,SA - South Australian Water Corporation (SA Water)
#Rows,4973
#Timestamp,Value,Quality Code,Interpolation Type
2007-07-20T00:00:00.000+09:30,313559.586,10,603
2007-07-21T00:00:00.000+09:30,316796.157,10,603
2007-07-22T00:00:00.000+09:30,320086.781,10,603
2007-07-23T00:00:00.000+09:30,323633.058,10,603
2007-07-24T00:00:00.000+09:30,328015.266,10,603
2007-07-25T00:00:00.000+09:30,333258.400,10,603
2007-07-26T00:00:00.000+09:30,339068.058,10,603
2007-07-27T00:00:00.000+09:30,345050.472,10,603
2007-07-28T00:00:00.000+09:30,350898.251,10,603
2007-07-29T00:00:00.000+09:30,357516.857,10,603
2007-07-30T00:00:00.000+09:30,363795.921,10,603
2007-07-31T00:00:00.000+09:30,369967.400,10,603
2007-08-01T00:00:00.000+09:30,376460.411,10,603
2007-08-02T00:00:00.000+09:30,382721.447,10,603
2007-08-03T00:00:00.000+09:30,389066.203,10,603
2007-08-04T00:00:00.000+09:30,395177.646,10,603
2007-08-05T00:00:00.000+09:30,401423.692,10,603
2007-08-06T00:00:00.000+09:30,407621.097,10,603
2007-08-07T00:00:00.000+09:30,413637.020,10,603
2007-08-08T00:00:00.000+09:30,419725.354,10,603
2007-08-09T00:00:00.000+09:30,425667.530,10,603
2007-08-10T00:00:00.000+09:30,431367.571,10,603
2007-08-11T00:00:00.000+09:30,437131.467,10,603
2007-08-12T00:00:00.000+09:30,442850.952,10,603
2007-08-13T00:00:00.000+09:30,448307.405,10,603
2007-08-14T00:00:00.000+09:30,453407.318,10,603
2007-08-15T00:00:00.000+09:30,458160.469,10,603
2007-08-16T00:00:00.000+09:30,462816.369,10,603
2007-08-17T00:00:00.000+09:30,467596.598,10,603
2007-08-18T00:00:00.000+09:30,471823.825,10,603
2007-08-19T00:00:00.000+09:30,476215.265,10,603
2007-08-20T00:00:00.000+09:30,480537.698,10,603
2007-08-21T00:00:00.000+09:30,484807.240,10,603
2007-08-22T00:00:00.000+09:30,488807.635,10,603
2007-08-23T00:00:00.000+09:30,492803.558,10,603
2007-08-24T00:00:00.000+09:30,496793.780,10,603
2007-08-25T00:00:00.000+09:30,500747.001,10,603
2007-08-26T00:00:00.000+09:30,504754.845,10,603
2007-08-27T00:00:00.000+09:30,508556.779,10,603
2007-08-28T00:00:00.000+09:30,512372.400,10,603
2007-08-29T00:00:00.000+09:30,516327.328,10,603
2007-08-30T00:00:00.000+09:30,520047.894,10,603
2007-08-31T00:00:00.000+09:30,523555.256,10,603
2007-09-01T00:00:00.000+09:30,526764.142,10,603
2007-09-02T00:00:00.000+09:30,530008.847,10,603
2007-09-03T00:00:00.000+09:30,533103.716,10,603
2007-09-04T00:00:00.000+09:30,535324.544,10,603
2007-09-05T00:00:00.000+09:30,537064.104,10,603
2007-09-06T00:00:00.000+09:30,538752.595,10,603
2007-09-07T00:00:00.000+09:30,540430.209,10,603
2007-09-08T00:00:00.000+09:30,541894.861,10,603
2007-09-09T00:00:00.000+09:30,542998.106,10,603
2007-09-10T00:00:00.000+09:30,544109.115,10,603
2007-09-11T00:00:00.000+09:30,544814.833,10,603
2007-09-12T00:00:00.000+09:30,545105.623,10,603
2007-09-13T00:00:00.000+09:30,544529.245,10,603
2007-09-14T00:00:00.000+09:30,543652.332,10,603
2007-09-15T00:00:00.000+09:30,542965.149,10,603
2007-09-16T00:00:00.000+09:30,542358.437,10,603
2007-09-17T00:00:00.000+09:30,541417.666,10,603
2007-09-18T00:00:00.000+09:30,540737.228,10,603
2007-09-19T00:00:00.000+09:30,540218.561,10,603
2007-09-20T00:00:00.000+09:30,539917.864,10,603
2007-09-21T00:00:00.000+09:30,539491.528,10,603
2007-09-22T00:00:00.000+09:30,538961.747,10,603
2007-09-23T00:00:00.000+09:30,537741.380,10,603
2007-09-24T00:00:00.000+09:30,536260.950,10,603
2007-09-25T00:00:00.000+09:30,534428.864,10,603
2007-09-26T00:00:00.000+09:30,532603.839,10,603
2007-09-27T00:00:00.000+09:30,530145.011,10,603
2007-09-28T00:00:00.000+09:30,527846.330,10,603
2007-09-29T00:00:00.000+09:30,525665.774,10,603
2007-09-30T00:00:00.000+09:30,523882.855,10,603
2007-10-01T00:00:00.000+09:30,521730.106,10,603
2007-10-02T00:00:00.000+09:30,519295.599,10,603
2007-10-03T00:00:00.000+09:30,516418.304,10,603
2007-10-04T00:00:00.000+09:30,511974.333,10,603
2007-10-05T00:00:00.000+09:30,510101.268,10,603
2007-10-06T00:00:00.000+09:30,505140.731,10,603
2007-10-07T00:00:00.000+09:30,501950.635,10,603
2007-10-08T00:00:00.000+09:30,499746.065,10,603
2007-10-09T00:00:00.000+09:30,497530.200,10,603
2007-10-10T00:00:00.000+09:30,495104.097,10,603
2007-10-11T00:00:00.000+09:30,493070.609,10,603
2007-10-12T00:00:00.000+09:30,490412.688,10,603
2007-10-13T00:00:00.000+09:30,486338.120,10,603
2007-10-14T00:00:00.000+09:30,483126.399,10,603
2007-10-15T00:00:00.000+09:30,480766.979,10,603
2007-10-16T00:00:00.000+09:30,,-1,603
2007-10-17T00:00:00.000+09:30,,-1,603
2007-10-18T00:00:00.000+09:30,,-1,603
2007-10-19T00:00:00.000+09:30,,-1,603
2007-10-20T00:00:00.000+09:30,,-1,603
2007-10-21T00:00:00.000+09:30,,-1,603
2007-10-22T00:00:00.000+09:30,,-1,603
2007-10-23T00:00:00.000+09:30,,-1,603
2007-10-24T00:00:00.000+09:30,,-1,603
2007-10-25T00:00:00.000+09:30,,-1,603
2007-10-26T00:00:00.000+09:30,,-1,603
2007-10-27T00:00:00.000+09:30,461947.944,90,603
2007-10-28T00:00:00.000+09:30,459440.455,90,603
2007-10-29T00:00:00.000+09:30,456420.470,90,603
2007-10-30T00:00:00.000+09:30,453935.022,90,603
2007-10-31T00:00:00.000+09:30,451345.690,90,603
2007-11-01T00:00:00.000+09:30,448214.307,90,603
2007-11-02T00:00:00.000+09:30,445969.000,90,603
2007-11-03T00:00:00.000+09:30,444601.154,90,603
2007-11-04T00:00:00.000+09:30,443721.376,90,603
2007-11-05T00:00:00.000+09:30,442832.499,90,603
2007-11-06T00:00:00.000+09:30,441658.999,90,603
2007-11-07T00:00:00.000+09:30,440476.027,90,603
2007-11-08T00:00:00.000+09:30,440085.097,90,603
2007-11-09T00:00:00.000+09:30,439486.642,90,603
2007-11-10T00:00:00.000+09:30,438516.036,90,603
2007-11-11T00:00:00.000+09:30,437094.585,90,603
2007-11-12T00:00:00.000+09:30,435305.746,90,603
2007-11-13T00:00:00.000+09:30,433124.667,90,603
2007-11-14T00:00:00.000+09:30,431088.991,90,603
2007-11-15T00:00:00.000+09:30,428642.601,90,603
2007-11-16T00:00:00.000+09:30,426112.369,90,603
2007-11-17T00:00:00.000+09:30,423755.831,90,603
2007-11-18T00:00:00.000+09:30,421225.850,90,603
2007-11-19T00:00:00.000+09:30,418693.284,90,603
2007-11-20T00:00:00.000+09:30,416456.189,90,603
2007-11-21T00:00:00.000+09:30,414656.403,90,603
2007-11-22T00:00:00.000+09:30,414914.102,90,603
2007-11-23T00:00:00.000+09:30,412700.101,90,603
2007-11-24T00:00:00.000+09:30,410729.064,90,603
2007-11-25T00:00:00.000+09:30,409416.319,90,603
2007-11-26T00:00:00.000+09:30,408139.601,90,603
2007-11-27T00:00:00.000+09:30,406841.288,90,603
2007-11-28T00:00:00.000+09:30,406126.173,90,603
2007-11-29T00:00:00.000+09:30,405745.750,90,603
2007-11-30T00:00:00.000+09:30,405351.770,90,603
2007-12-01T00:00:00.000+09:30,404194.115,90,603
2007-12-02T00:00:00.000+09:30,403095.619,90,603
2007-12-03T00:00:00.000+09:30,401912.921,90,603
2007-12-04T00:00:00.000+09:30,400185.367,90,603
2007-12-05T00:00:00.000+09:30,398312.765,90,603
2007-12-06T00:00:00.000+09:30,396816.841,90,603
2007-12-07T00:00:00.000+09:30,395213.536,90,603
2007-12-08T00:00:00.000+09:30,393046.761,90,603
2007-12-09T00:00:00.000+09:30,391108.503,90,603
2007-12-10T00:00:00.000+09:30,388708.846,90,603
2007-12-11T00:00:00.000+09:30,386194.630,90,603
2007-12-12T00:00:00.000+09:30,383652.000,90,603
2007-12-13T00:00:00.000+09:30,381936.059,90,603
2007-12-14T00:00:00.000+09:30,380933.172,90,603
2007-12-15T00:00:00.000+09:30,379811.132,90,603
2007-12-16T00:00:00.000+09:30,378255.880,90,603
2007-12-17T00:00:00.000+09:30,376245.872,90,603
2007-12-18T00:00:00.000+09:30,374607.144,90,603
2007-12-19T00:00:00.000+09:30,374053.002,90,603
2007-12-20T00:00:00.000+09:30,373849.635,90,603
2007-12-21T00:00:00.000+09:30,373934.545,90,603
2007-12-22T00:00:00.000+09:30,373247.771,90,603
2007-12-23T00:00:00.000+09:30,371892.293,90,603
2007-12-24T00:00:00.000+09:30,370966.129,90,603
2007-12-25T00:00:00.000+09:30,370052.119,90,603
2007-12-26T00:00:00.000+09:30,369364.003,90,603
2007-12-27T00:00:00.000+09:30,368740.677,90,603
2007-12-28T00:00:00.000+09:30,368063.791,90,603
2007-12-29T00:00:00.000+09:30,366685.182,90,603
2007-12-30T00:00:00.000+09:30,364765.321,90,603
2007-12-31T00:00:00.000+09:30,362532.740,90,603
2008-01-01T00:00:00.000+09:30,359788.122,90,603
2008-01-02T00:00:00.000+09:30,357103.550,90,603
2008-01-03T00:00:00.000+09:30,353617.060,90,603
2008-01-04T00:00:00.000+09:30,350451.715,90,603
2008-01-05T00:00:00.000+09:30,347429.218,90,603
2008-01-06T00:00:00.000+09:30,344884.492,90,603
2008-01-07T00:00:00.000+09:30,341464.058,90,603
2008-01-08T00:00:00.000+09:30,339256.697,90,603
2008-01-09T00:00:00.000+09:30,338180.283,90,603
2008-01-10T00:00:00.000+09:30,338092.291,90,603
2008-01-11T00:00:00.000+09:30,,-1,603
2008-01-12T00:00:00.000+09:30,,-1,603
2008-01-13T00:00:00.000+09:30,,-1,603
2008-01-14T00:00:00.000+09:30,,-1,603
2008-01-15T00:00:00.000+09:30,,-1,603
2008-01-16T00:00:00.000+09:30,,-1,603
2008-01-17T00:00:00.000+09:30,,-1,603
2008-01-18T00:00:00.000+09:30,,-1,603
2008-01-19T00:00:00.000+09:30,,-1,603
2008-01-20T00:00:00.000+09:30,,-1,603
2008-01-21T00:00:00.000+09:30,,-1,603
2008-01-22T00:00:00.000+09:30,,-1,603
2008-01-23T00:00:00.000+09:30,,-1,603
2008-01-24T00:00:00.000+09:30,,-1,603
2008-01-25T00:00:00.000+09:30,,-1,603
2008-01-26T00:00:00.000+09:30,,-1,603
2008-01-27T00:00:00.000+09:30,,-1,603
2008-01-28T00:00:00.000+09:30,,-1,603
2008-01-29T00:00:00.000+09:30,,-1,603
2008-01-30T00:00:00.000+09:30,,-1,603
2008-01-31T00:00:00.000+09:30,,-1,603
2008-02-01T00:00:00.000+09:30,,-1,603
2008-02-02T00:00:00.000+09:30,,-1,603
2008-02-03T00:00:00.000+09:30,,-1,603
2008-02-04T00:00:00.000+09:30,,-1,603
2008-02-05T00:00:00.000+09:30,,-1,603
2008-02-06T00:00:00.000+09:30,,-1,603
2008-02-07T00:00:00.000+09:30,,-1,603
2008-02-08T00:00:00.000+09:30,,-1,603
2008-02-09T00:00:00.000+09:30,,-1,603
2008-02-10T00:00:00.000+09:30,,-1,603
2008-02-11T00:00:00.000+09:30,,-1,603
2008-02-12T00:00:00.000+09:30,352107.816,10,603
2008-02-13T00:00:00.000+09:30,355829.656,10,603
2008-02-14T00:00:00.000+09:30,358561.966,10,603
2008-02-15T00:00:00.000+09:30,361551.632,10,603
2008-02-16T00:00:00.000+09:30,364191.272,10,603
2008-02-17T00:00:00.000+09:30,365951.156,10,603
2008-02-18T00:00:00.000+09:30,367196.331,10,603
2008-02-19T00:00:00.000+09:30,367956.681,10,603
2008-02-20T00:00:00.000+09:30,368032.503,10,603
2008-02-21T00:00:00.000+09:30,367624.053,10,603
2008-02-22T00:00:00.000+09:30,367789.849,10,603
2008-02-23T00:00:00.000+09:30,367791.033,10,603
2008-02-24T00:00:00.000+09:30,367889.118,10,603
2008-02-25T00:00:00.000+09:30,368004.185,10,603
2008-02-26T00:00:00.000+09:30,368041.726,10,603
2008-02-27T00:00:00.000+09:30,367887.815,10,603
2008-02-28T00:00:00.000+09:30,367298.717,10,603
2008-02-29T00:00:00.000+09:30,366071.610,10,603
2008-03-01T00:00:00.000+09:30,363777.339,10,603
2008-03-02T00:00:00.000+09:30,362781.599,10,603
2008-03-03T00:00:00.000+09:30,361853.587,10,603
2008-03-04T00:00:00.000+09:30,360514.254,10,603
2008-03-05T00:00:00.000+09:30,359598.875,10,603
2008-03-06T00:00:00.000+09:30,358628.529,10,603
2008-03-07T00:00:00.000+09:30,357189.606,10,603
2008-03-08T00:00:00.000+09:30,355422.155,10,603
2008-03-09T00:00:00.000+09:30,353577.546,10,603
2008-03-10T00:00:00.000+09:30,351601.341,10,603
2008-03-11T00:00:00.000+09:30,349518.133,10,603
2008-03-12T00:00:00.000+09:30,347273.591,10,603
2008-03-13T00:00:00.000+09:30,345189.697,10,603
2008-03-14T00:00:00.000+09:30,342456.079,10,603
2008-03-15T00:00:00.000+09:30,339614.846,10,603
2008-03-16T00:00:00.000+09:30,336658.813,10,603
2008-03-17T00:00:00.000+09:30,333532.478,10,603
2008-03-18T00:00:00.000+09:30,330446.023,10,603
2008-03-19T00:00:00.000+09:30,326703.411,10,603
2008-03-20T00:00:00.000+09:30,323480.392,10,603
2008-03-21T00:00:00.000+09:30,319530.171,10,603
2008-03-22T00:00:00.000+09:30,315891.698,10,603
2008-03-23T00:00:00.000+09:30,312785.289,10,603
2008-03-24T00:00:00.000+09:30,309909.854,10,603
2008-03-25T00:00:00.000+09:30,306907.724,10,603
2008-03-26T00:00:00.000+09:30,303865.464,10,603
2008-03-27T00:00:00.000+09:30,300460.928,10,603
2008-03-28T00:00:00.000+09:30,297649.436,10,603
2008-03-29T00:00:00.000+09:30,296053.557,10,603
2008-03-30T00:00:00.000+09:30,295794.509,10,603
2008-03-31T00:00:00.000+09:30,295662.973,10,603
2008-04-01T00:00:00.000+09:30,295302.340,10,603
2008-04-02T00:00:00.000+09:30,294524.785,10,603
2008-04-03T00:00:00.000+09:30,292818.155,10,603
2008-04-04T00:00:00.000+09:30,291435.925,10,603
2008-04-05T00:00:00.000+09:30,290426.724,10,603
2008-04-06T00:00:00.000+09:30,289402.997,10,603
2008-04-07T00:00:00.000+09:30,288476.941,10,603
2008-04-08T00:00:00.000+09:30,287615.586,10,603
2008-04-09T00:00:00.000+09:30,287081.754,10,603
2008-04-10T00:00:00.000+09:30,286632.295,10,603
2008-04-11T00:00:00.000+09:30,285810.727,10,603
2008-04-12T00:00:00.000+09:30,285590.831,10,603
2008-04-13T00:00:00.000+09:30,285069.482,10,603
2008-04-14T00:00:00.000+09:30,284559.608,10,603
2008-04-15T00:00:00.000+09:30,283875.340,10,603
2008-04-16T00:00:00.000+09:30,283189.631,10,603
2008-04-17T00:00:00.000+09:30,282413.565,10,603
2008-04-18T00:00:00.000+09:30,281578.813,10,603
2008-04-19T00:00:00.000+09:30,280693.522,10,603
2008-04-20T00:00:00.000+09:30,279658.517,10,603
2008-04-21T00:00:00.000+09:30,278391.222,10,603
2008-04-22T00:00:00.000+09:30,276940.519,10,603
2008-04-23T00:00:00.000+09:30,275641.620,10,603
2008-04-24T00:00:00.000+09:30,274368.841,10,603
2008-04-25T00:00:00.000+09:30,273106.444,10,603
2008-04-26T00:00:00.000+09:30,271803.694,10,603
2008-04-27T00:00:00.000+09:30,270847.831,10,603
2008-04-28T00:00:00.000+09:30,269529.995,10,603
2008-04-29T00:00:00.000+09:30,268504.427,10,603
2008-04-30T00:00:00.000+09:30,267489.563,10,603
2008-05-01T00:00:00.000+09:30,267209.496,10,603
2008-05-02T00:00:00.000+09:30,266667.514,10,603
2008-05-03T00:00:00.000+09:30,266416.533,10,603
2008-05-04T00:00:00.000+09:30,266582.053,10,603
2008-05-05T00:00:00.000+09:30,266805.813,10,603
2008-05-06T00:00:00.000+09:30,267129.171,10,603
2008-05-07T00:00:00.000+09:30,267377.902,10,603
2008-05-08T00:00:00.000+09:30,267710.729,10,603
2008-05-09T00:00:00.000+09:30,267870.816,10,603
2008-05-10T00:00:00.000+09:30,268160.900,10,603
2008-05-11T00:00:00.000+09:30,268636.126,10,603
2008-05-12T00:00:00.000+09:30,269132.075,10,603
2008-05-13T00:00:00.000+09:30,269245.808,10,603
2008-05-14T00:00:00.000+09:30,268873.337,10,603
2008-05-15T00:00:00.000+09:30,268387.153,10,603
2008-05-16T00:00:00.000+09:30,268423.311,10,603
2008-05-17T00:00:00.000+09:30,268455.396,10,603
2008-05-18T00:00:00.000+09:30,268540.072,10,603
2008-05-19T00:00:00.000+09:30,268721.887,10,603
2008-05-20T00:00:00.000+09:30,268795.036,10,603
2008-05-21T00:00:00.000+09:30,268886.757,10,603
2008-05-22T00:00:00.000+09:30,268810.110,10,603
2008-05-23T00:00:00.000+09:30,268832.117,10,603
2008-05-24T00:00:00.000+09:30,268907.105,10,603
2008-05-25T00:00:00.000+09:30,268997.990,10,603
2008-05-26T00:00:00.000+09:30,269173.623,10,603
2008-05-27T00:00:00.000+09:30,269511.860,10,603
2008-05-28T00:00:00.000+09:30,269299.971,10,603
2008-05-29T00:00:00.000+09:30,269103.103,10,603
2008-05-30T00:00:00.000+09:30,269447.407,10,603
2008-05-31T00:00:00.000+09:30,270065.601,10,603
2008-06-01T00:00:00.000+09:30,270916.761,10,603
2008-06-02T00:00:00.000+09:30,271787.019,10,603
2008-06-03T00:00:00.000+09:30,271820.387,10,603
2008-06-04T00:00:00.000+09:30,271593.305,10,603
2008-06-05T00:00:00.000+09:30,271686.620,10,603
2008-06-06T00:00:00.000+09:30,271853.161,10,603
2008-06-07T00:00:00.000+09:30,271776.596,10,603
2008-06-08T00:00:00.000+09:30,272192.246,10,603
2008-06-09T00:00:00.000+09:30,273647.484,10,603
2008-06-10T00:00:00.000+09:30,274261.855,10,603
2008-06-11T00:00:00.000+09:30,274852.085,10,603
2008-06-12T00:00:00.000+09:30,276411.705,10,603
2008-06-13T00:00:00.000+09:30,279079.079,10,603
2008-06-14T00:00:00.000+09:30,282446.026,10,603
2008-06-15T00:00:00.000+09:30,286684.201,10,603
2008-06-16T00:00:00.000+09:30,290981.783,10,603
2008-06-17T00:00:00.000+09:30,293485.387,10,603
2008-06-18T00:00:00.000+09:30,292029.017,10,603
2008-06-19T00:00:00.000+09:30,292546.681,10,603
2008-06-20T00:00:00.000+09:30,293336.841,10,603
2008-06-21T00:00:00.000+09:30,294474.019,10,603
2008-06-22T00:00:00.000+09:30,296660.444,10,603
2008-06-23T00:00:00.000+09:30,299431.360,10,603
2008-06-24T00:00:00.000+09:30,301864.056,10,603
2008-06-25T00:00:00.000+09:30,303587.258,10,603
2008-06-26T00:00:00.000+09:30,304573.317,10,603
2008-06-27T00:00:00.000+09:30,304790.213,10,603
2008-06-28T00:00:00.000+09:30,304404.168,10,603
2008-06-29T00:00:00.000+09:30,303439.815,10,603
2008-06-30T00:00:00.000+09:30,302865.501,10,603
2008-07-01T00:00:00.000+09:30,301589.210,10,603
2008-07-02T00:00:00.000+09:30,300980.778,10,603
2008-07-03T00:00:00.000+09:30,300151.882,10,603
2008-07-04T00:00:00.000+09:30,299411.275,10,603
2008-07-05T00:00:00.000+09:30,298945.378,10,603
2008-07-06T00:00:00.000+09:30,299125.286,10,603
2008-07-07T00:00:00.000+09:30,300877.341,10,603
2008-07-08T00:00:00.000+09:30,301200.243,10,603
2008-07-09T00:00:00.000+09:30,302036.978,10,603
2008-07-10T00:00:00.000+09:30,302993.643,10,603
2008-07-11T00:00:00.000+09:30,303561.264,10,603
2008-07-12T00:00:00.000+09:30,303898.203,10,603
2008-07-13T00:00:00.000+09:30,304319.430,10,603
2008-07-14T00:00:00.000+09:30,304782.525,10,603
2008-07-15T00:00:00.000+09:30,305117.782,10,603
2008-07-16T00:00:00.000+09:30,305351.892,10,603
2008-07-17T00:00:00.000+09:30,305619.276,10,603
2008-07-18T00:00:00.000+09:30,305927.155,10,603
2008-07-19T00:00:00.000+09:30,306551.444,10,603
2008-07-20T00:00:00.000+09:30,307171.684,10,603
2008-07-21T00:00:00.000+09:30,308010.317,10,603
2008-07-22T00:00:00.000+09:30,308231.430,10,603
2008-07-23T00:00:00.000+09:30,308556.750,10,603
2008-07-24T00:00:00.000+09:30,309040.537,10,603
2008-07-25T00:00:00.000+09:30,308707.444,10,603
2008-07-26T00:00:00.000+09:30,308187.169,10,603
2008-07-27T00:00:00.000+09:30,307666.894,10,603
2008-07-28T00:00:00.000+09:30,307146.619,10,603
2008-07-29T00:00:00.000+09:30,306626.344,10,603
2008-07-30T00:00:00.000+09:30,306106.069,10,603
2008-07-31T00:00:00.000+09:30,305585.794,10,603
2008-08-01T00:00:00.000+09:30,305065.519,10,603
2008-08-02T00:00:00.000+09:30,304545.244,10,603
2008-08-03T00:00:00.000+09:30,304024.969,10,603
2008-08-04T00:00:00.000+09:30,303504.694,10,603
2008-08-05T00:00:00.000+09:30,302984.419,10,603
2008-08-06T00:00:00.000+09:30,302464.144,10,603
2008-08-07T00:00:00.000+09:30,301943.869,10,603
2008-08-08T00:00:00.000+09:30,301423.594,10,603
2008-08-09T00:00:00.000+09:30,300903.319,10,603
2008-08-10T00:00:00.000+09:30,300383.044,10,603
2008-08-11T00:00:00.000+09:30,299862.769,10,603
2008-08-12T00:00:00.000+09:30,299342.493,10,603
2008-08-13T00:00:00.000+09:30,298822.218,10,603
2008-08-14T00:00:00.000+09:30,298301.943,10,603
2008-08-15T00:00:00.000+09:30,297781.668,10,603
2008-08-16T00:00:00.000+09:30,297261.393,10,603
2008-08-17T00:00:00.000+09:30,296741.118,10,603
2008-08-18T00:00:00.000+09:30,296220.843,10,603
2008-08-19T00:00:00.000+09:30,295700.568,10,603
2008-08-20T00:00:00.000+09:30,295180.293,10,603
2008-08-21T00:00:00.000+09:30,294660.018,10,603
2008-08-22T00:00:00.000+09:30,294139.743,10,603
2008-08-23T00:00:00.000+09:30,293619.468,10,603
2008-08-24T00:00:00.000+09:30,293099.193,10,603
2008-08-25T00:00:00.000+09:30,292578.918,10,603
2008-08-26T00:00:00.000+09:30,292058.643,10,603
2008-08-27T00:00:00.000+09:30,291538.368,10,603
2008-08-28T00:00:00.000+09:30,291018.093,10,603
2008-08-29T00:00:00.000+09:30,290497.818,10,603
2008-08-30T00:00:00.000+09:30,289977.543,10,603
2008-08-31T00:00:00.000+09:30,289457.267,10,603
2008-09-01T00:00:00.000+09:30,288936.992,10,603
2008-09-02T00:00:00.000+09:30,288416.717,10,603
2008-09-03T00:00:00.000+09:30,287896.442,10,603
2008-09-04T00:00:00.000+09:30,287376.167,10,603
2008-09-05T00:00:00.000+09:30,286855.892,10,603
2008-09-06T00:00:00.000+09:30,286335.617,10,603
2008-09-07T00:00:00.000+09:30,285815.342,10,603
2008-09-08T00:00:00.000+09:30,285295.067,10,603
2008-09-09T00:00:00.000+09:30,284774.792,10,603
2008-09-10T00:00:00.000+09:30,284254.517,10,603
2008-09-11T00:00:00.000+09:30,283734.242,10,603
2008-09-12T00:00:00.000+09:30,283213.967,10,603
2008-09-13T00:00:00.000+09:30,282693.692,10,603
2008-09-14T00:00:00.000+09:30,282173.417,10,603
2008-09-15T00:00:00.000+09:30,281653.142,10,603
2008-09-16T00:00:00.000+09:30,281132.867,10,603
2008-09-17T00:00:00.000+09:30,280612.592,10,603
